previous_frame,current_frame,changed_pixel_ratio,classification
frame_0321.jpg,frame_0322.jpg,0.0,same_build_sequence
frame_0322.jpg,frame_0323.jpg,0.0,same_build_sequence
frame_0323.jpg,frame_0324.jpg,0.0,same_build_sequence
frame_0324.jpg,frame_0325.jpg,0.0,same_build_sequence
frame_0325.jpg,frame_0326.jpg,0.0,same_build_sequence
frame_0326.jpg,frame_0327.jpg,0.0,same_build_sequence
frame_0327.jpg,frame_0328.jpg,0.0,same_build_sequence
frame_0328.jpg,frame_0329.jpg,0.0,same_build_sequence
frame_0329.jpg,frame_0330.jpg,0.0,same_build_sequence
frame_0330.jpg,frame_0331.jpg,0.0,same_build_sequence
frame_0331.jpg,frame_0332.jpg,0.0,same_build_sequence
frame_0332.jpg,frame_0333.jpg,0.026667,same_build_sequence
frame_0333.jpg,frame_0334.jpg,0.0,same_build_sequence
frame_0334.jpg,frame_0335.jpg,0.0,same_build_sequence
frame_0335.jpg,frame_0336.jpg,0.0,same_build_sequence
frame_0336.jpg,frame_0337.jpg,0.0,same_build_sequence
frame_0337.jpg,frame_0338.jpg,0.0,same_build_sequence
frame_0338.jpg,frame_0339.jpg,0.0,same_build_sequence
frame_0339.jpg,frame_0340.jpg,0.0,same_build_sequence
frame_0340.jpg,frame_0341.jpg,0.0,same_build_sequence
frame_0341.jpg,frame_0342.jpg,0.0,same_build_sequence
frame_0342.jpg,frame_0343.jpg,0.0,same_build_sequence
frame_0343.jpg,frame_0344.jpg,0.0,same_build_sequence
frame_0344.jpg,frame_0345.jpg,0.0,same_build_sequence
frame_0345.jpg,frame_0346.jpg,0.0,same_build_sequence
frame_0346.jpg,frame_0347.jpg,0.0,same_build_sequence
frame_0347.jpg,frame_0348.jpg,0.008819,same_build_sequence
frame_0348.jpg,frame_0349.jpg,0.0,same_build_sequence
frame_0349.jpg,frame_0350.jpg,0.0,same_build_sequence
frame_0350.jpg,frame_0351.jpg,0.0,same_build_sequence
frame_0351.jpg,frame_0352.jpg,0.0,same_build_sequence
frame_0352.jpg,frame_0353.jpg,0.0,same_build_sequence
frame_0353.jpg,frame_0354.jpg,0.0,same_build_sequence
frame_0354.jpg,frame_0355.jpg,0.0,same_build_sequence
frame_0355.jpg,frame_0356.jpg,0.0,same_build_sequence
frame_0356.jpg,frame_0357.jpg,0.0,same_build_sequence
frame_0357.jpg,frame_0358.jpg,0.0,same_build_sequence
frame_0358.jpg,frame_0359.jpg,0.0,same_build_sequence
frame_0359.jpg,frame_0360.jpg,0.0,same_build_sequence
frame_0360.jpg,frame_0361.jpg,0.0,same_build_sequence
frame_0361.jpg,frame_0362.jpg,0.0,same_build_sequence
frame_0362.jpg,frame_0363.jpg,0.0,same_build_sequence
frame_0363.jpg,frame_0364.jpg,0.0,same_build_sequence
frame_0364.jpg,frame_0365.jpg,0.0,same_build_sequence
frame_0365.jpg,frame_0366.jpg,0.0,same_build_sequence
frame_0366.jpg,frame_0367.jpg,0.0,same_build_sequence
frame_0367.jpg,frame_0368.jpg,0.0,same_build_sequence
frame_0368.jpg,frame_0369.jpg,0.0,same_build_sequence
frame_0369.jpg,frame_0370.jpg,0.0,same_build_sequence
frame_0370.jpg,frame_0371.jpg,0.0,same_build_sequence
frame_0371.jpg,frame_0372.jpg,0.0,same_build_sequence
frame_0372.jpg,frame_0373.jpg,0.0,same_build_sequence
frame_0373.jpg,frame_0374.jpg,0.0,same_build_sequence
frame_0374.jpg,frame_0375.jpg,8.7e-05,same_build_sequence
frame_0375.jpg,frame_0376.jpg,0.010052,same_build_sequence
frame_0376.jpg,frame_0377.jpg,0.0,same_build_sequence
frame_0377.jpg,frame_0378.jpg,0.0,same_build_sequence
frame_0378.jpg,frame_0379.jpg,0.0,same_build_sequence
frame_0379.jpg,frame_0380.jpg,0.0,same_build_sequence
frame_0380.jpg,frame_0381.jpg,0.0,same_build_sequence
frame_0381.jpg,frame_0382.jpg,0.0,same_build_sequence
frame_0382.jpg,frame_0383.jpg,0.0,same_build_sequence
frame_0383.jpg,frame_0384.jpg,0.0,same_build_sequence
frame_0384.jpg,frame_0385.jpg,0.0,same_build_sequence
frame_0385.jpg,frame_0386.jpg,0.0,same_build_sequence
frame_0386.jpg,frame_0387.jpg,0.0,same_build_sequence
frame_0387.jpg,frame_0388.jpg,0.0,same_build_sequence
frame_0388.jpg,frame_0389.jpg,0.0,same_build_sequence
frame_0389.jpg,frame_0390.jpg,0.0,same_build_sequence
frame_0390.jpg,frame_0391.jpg,0.0,same_build_sequence
frame_0391.jpg,frame_0392.jpg,0.0,same_build_sequence
frame_0392.jpg,frame_0393.jpg,0.0,same_build_sequence
frame_0393.jpg,frame_0394.jpg,0.0,same_build_sequence
frame_0394.jpg,frame_0395.jpg,0.0,same_build_sequence
frame_0395.jpg,frame_0396.jpg,0.0,same_build_sequence
frame_0396.jpg,frame_0397.jpg,0.0,same_build_sequence
frame_0397.jpg,frame_0398.jpg,0.0,same_build_sequence
frame_0398.jpg,frame_0399.jpg,0.0,same_build_sequence
frame_0399.jpg,frame_0400.jpg,0.000208,same_build_sequence
frame_0400.jpg,frame_0401.jpg,0.011181,same_build_sequence
frame_0401.jpg,frame_0402.jpg,0.0,same_build_sequence
frame_0402.jpg,frame_0403.jpg,0.0,same_build_sequence
frame_0403.jpg,frame_0404.jpg,0.0,same_build_sequence
frame_0404.jpg,frame_0405.jpg,0.0,same_build_sequence
frame_0405.jpg,frame_0406.jpg,0.0,same_build_sequence
frame_0406.jpg,frame_0407.jpg,0.0,same_build_sequence
frame_0407.jpg,frame_0408.jpg,0.0,same_build_sequence
frame_0408.jpg,frame_0409.jpg,0.0,same_build_sequence
frame_0409.jpg,frame_0410.jpg,0.0,same_build_sequence
frame_0410.jpg,frame_0411.jpg,0.0,same_build_sequence
frame_0411.jpg,frame_0412.jpg,0.0,same_build_sequence
frame_0412.jpg,frame_0413.jpg,0.0,same_build_sequence
frame_0413.jpg,frame_0414.jpg,0.0,same_build_sequence
frame_0414.jpg,frame_0415.jpg,0.0,same_build_sequence
frame_0415.jpg,frame_0416.jpg,0.0,same_build_sequence
frame_0416.jpg,frame_0417.jpg,0.0,same_build_sequence
frame_0417.jpg,frame_0418.jpg,0.0,same_build_sequence
frame_0418.jpg,frame_0419.jpg,0.0,same_build_sequence
